ar_id,doc_type,suggested_title,confidence,rule_id
0000087013,Unknown,Unknown Document,0.10,UNKNOWN
0000087014,Unknown,Unknown Document,0.10,UNKNOWN
0000087017,Document,Document — U.S. Department of Justice United States Attorney Eastern District of,0.50,READABLE_FALLBACK
0000087031,Document,Document — U.S. Department of Justice United States Attorney Eastern District of,0.50,READABLE_FALLBACK
0000087391,Document,"Document — Customer_Service@cliq.com 866-634-3044 Bristol Street, Building F Cos",0.50,READABLE_FALLBACK
0000087394,Document,Document — 86'HSDUWPHQWRI-XVWLFH United States Attorney Eastern District o,0.50,READABLE_FALLBACK
0000087400,Document,Document — Deposit This deposit was made without a paper deposit slip. We have g,0.50,READABLE_FALLBACK
0000087402,Document,Document — LGLDEPDOC00-65-5248NSBWD040925000657 Reference numberD040925000657Cou,0.50,READABLE_FALLBACK
0000087404,Document,Document — Deposit Account Documentation Signature Card,0.50,READABLE_FALLBACK
0000087406,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000087408,Document,Document — Deposit Account Documentation Signature Card,0.50,READABLE_FALLBACK
0000087410,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000087721,Document,"Document — ABN NETWORK LLC5474 1515 9377 6567February 18, 2024 - March 17, 2024",0.50,READABLE_FALLBACK
0000087981,Document,"Document — ABN NETWORK LLC5474 1518 1122 7914February 09, 2024 - March 08, 2024",0.50,READABLE_FALLBACK
0000088128,Document,Document — 86'HSDUWPHQWRI-XVWLFH United States Attorney Eastern District o,0.50,READABLE_FALLBACK
0000088134,Document,Document — OBPrintEngine,0.50,READABLE_FALLBACK
0000088135,Document,Document — OBPrintEngine,0.50,READABLE_FALLBACK
0000088137,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2025-01-31,0.95,BANK_STMT
0000088141,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2024-10-31,0.95,BANK_STMT
0000088145,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2024-11-01,0.95,BANK_STMT
0000088149,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2024-12-31,0.95,BANK_STMT
0000088153,Bank Statement,Mid Penn Bank Statement — Account 2025-02-28,0.95,BANK_STMT
0000088157,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2024-03-29,0.95,BANK_STMT
0000088167,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2024-04-30,0.95,BANK_STMT
0000088171,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2024-05-31,0.95,BANK_STMT
0000088175,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2024-06-28,0.95,BANK_STMT
0000088181,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2024-07-31,0.95,BANK_STMT
0000088187,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2024-08-30,0.95,BANK_STMT
0000088193,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2024-09-30,0.95,BANK_STMT
0000088198,Bank Statement,"Mid Penn Bank Outgoing Wire #116890 $7,000.00 2024-06-05",0.97,BANK_WIRE_OUT
0000088199,Bank Statement,"Mid Penn Bank Outgoing Wire #131413 $5,000.00 2025-02-28",0.97,BANK_WIRE_OUT
0000088200,Bank Statement,"Mid Penn Bank Outgoing Wire #131780 $6,000.00 2025-03-07",0.97,BANK_WIRE_OUT
0000088201,Bank Statement,"Mid Penn Bank Outgoing Wire #131829 $10,000.00 2025-03-07",0.97,BANK_WIRE_OUT
0000088202,Bank Statement,"Mid Penn Bank Outgoing Wire #131940 $7,500.00 2025-03-11",0.97,BANK_WIRE_OUT
0000088203,Bank Statement,"Mid Penn Bank Outgoing Wire #132204 $115,000.00 2025-03-14",0.97,BANK_WIRE_OUT
0000088205,Unknown,Unknown Document,0.10,UNKNOWN
0000088206,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000088207,Document,Document — OBPrintEngine,0.50,READABLE_FALLBACK
0000088209,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2025-01-31,0.95,BANK_STMT
0000088213,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2024-10-31,0.95,BANK_STMT
0000088221,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2024-11-01,0.95,BANK_STMT
0000088227,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2024-12-31,0.95,BANK_STMT
0000088233,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2024-03-29,0.95,BANK_STMT
0000088239,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2024-04-30,0.95,BANK_STMT
0000088245,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2024-05-31,0.95,BANK_STMT
0000088251,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2024-06-28,0.95,BANK_STMT
0000088259,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2024-07-31,0.95,BANK_STMT
0000088267,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2024-08-30,0.95,BANK_STMT
0000088277,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2024-09-30,0.95,BANK_STMT
0000088285,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000088287,Bank Statement,"Mid Penn Bank Outgoing Wire #111938 $10,000.00 2024-03-01",0.97,BANK_WIRE_OUT
0000088288,Bank Statement,"Mid Penn Bank Outgoing Wire #111939 $5,000.00 2024-03-01",0.97,BANK_WIRE_OUT
0000088289,Bank Statement,"Mid Penn Bank Outgoing Wire #113088 $7,500.00 2024-03-26",0.97,BANK_WIRE_OUT
0000088290,Bank Statement,"Mid Penn Bank Outgoing Wire #119079 $9,000.00 2024-07-18",0.97,BANK_WIRE_OUT
0000088291,Bank Statement,Mid Penn Bank Outgoing Wire #119140 $10.00 2024-07-19,0.97,BANK_WIRE_OUT
0000088292,Bank Statement,"Mid Penn Bank Outgoing Wire #119227 $5,000.00 2024-07-22",0.97,BANK_WIRE_OUT
0000088293,Bank Statement,"Mid Penn Bank Outgoing Wire #119576 $14,477.00 2024-07-26",0.97,BANK_WIRE_OUT
0000088294,Bank Statement,"Mid Penn Bank Outgoing Wire #119862 $1,200.00 2024-08-01",0.97,BANK_WIRE_OUT
0000088295,Bank Statement,"Mid Penn Bank Outgoing Wire #119994 $10,000.00 2024-08-02",0.97,BANK_WIRE_OUT
0000088296,Bank Statement,"Mid Penn Bank Outgoing Wire #120410 $75,000.00 2024-08-09",0.97,BANK_WIRE_OUT
0000088298,Bank Statement,"Mid Penn Bank Outgoing Wire #120411 $24,824.00 2024-08-09",0.97,BANK_WIRE_OUT
0000088299,Bank Statement,"Mid Penn Bank Outgoing Wire #120415 $10,318.00 2024-08-09",0.97,BANK_WIRE_OUT
0000088301,Bank Statement,Mid Penn Bank Outgoing Wire #120845 $219.28 2024-08-19,0.97,BANK_WIRE_OUT
0000088302,Bank Statement,"Mid Penn Bank Outgoing Wire #121025 $10,000.00 2024-08-22",0.97,BANK_WIRE_OUT
0000088303,Bank Statement,Mid Penn Bank Outgoing Wire #121095 $1.00 2024-08-23,0.97,BANK_WIRE_OUT
0000088304,Bank Statement,Mid Penn Bank Outgoing Wire #121096 $0.32 2024-08-23,0.97,BANK_WIRE_OUT
0000088305,Bank Statement,"Mid Penn Bank Outgoing Wire #121115 $3,000.00 2024-08-23",0.97,BANK_WIRE_OUT
0000088306,Bank Statement,"Mid Penn Bank Outgoing Wire #121143 $50,000.00 2024-08-26",0.97,BANK_WIRE_OUT
0000088307,Bank Statement,"Mid Penn Bank Outgoing Wire #121212 $50,000.00 2024-08-27",0.97,BANK_WIRE_OUT
0000088308,Bank Statement,"Mid Penn Bank Outgoing Wire #121319 $3,801.96 2024-08-28",0.97,BANK_WIRE_OUT
0000088309,Bank Statement,"Mid Penn Bank Outgoing Wire #122336 $5,000.00 2024-09-16",0.97,BANK_WIRE_OUT
0000088310,Bank Statement,"Mid Penn Bank Outgoing Wire #122678 $7,000.00 2024-09-20",0.97,BANK_WIRE_OUT
0000088311,Bank Statement,"Mid Penn Bank Outgoing Wire #123061 $25,000.00 2024-09-27",0.97,BANK_WIRE_OUT
0000088312,Bank Statement,"Mid Penn Bank Outgoing Wire #124933 $1,900.00 2024-10-31",0.97,BANK_WIRE_OUT
0000088314,Document,Document — 141_SubpoenaMidPennBank.pdf,0.50,READABLE_FALLBACK
0000088316,Document,Document — OBPrintEngine,0.50,READABLE_FALLBACK
0000088317,Document,Document — OBPrintEngine,0.50,READABLE_FALLBACK
0000088319,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2025-01-31,0.95,BANK_STMT
0000088323,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2024-10-31,0.95,BANK_STMT
0000088327,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2024-11-01,0.95,BANK_STMT
0000088331,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2024-12-31,0.95,BANK_STMT
0000088335,Bank Statement,Mid Penn Bank Statement — Account 2025-02-28,0.95,BANK_STMT
0000088339,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2024-03-29,0.95,BANK_STMT
0000088349,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2024-04-30,0.95,BANK_STMT
0000088353,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2024-05-31,0.95,BANK_STMT
0000088357,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2024-06-28,0.95,BANK_STMT
0000088363,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2024-07-31,0.95,BANK_STMT
0000088369,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2024-08-30,0.95,BANK_STMT
0000088375,Bank Statement,Mid Penn Bank Statement — ARC REALTY 2024-09-30,0.95,BANK_STMT
0000088380,Bank Statement,"Mid Penn Bank Outgoing Wire #116890 $7,000.00 2024-06-05",0.97,BANK_WIRE_OUT
0000088381,Bank Statement,"Mid Penn Bank Outgoing Wire #131413 $5,000.00 2025-02-28",0.97,BANK_WIRE_OUT
0000088382,Bank Statement,"Mid Penn Bank Outgoing Wire #131780 $6,000.00 2025-03-07",0.97,BANK_WIRE_OUT
0000088383,Bank Statement,"Mid Penn Bank Outgoing Wire #131829 $10,000.00 2025-03-07",0.97,BANK_WIRE_OUT
0000088384,Bank Statement,"Mid Penn Bank Outgoing Wire #131940 $7,500.00 2025-03-11",0.97,BANK_WIRE_OUT
0000088385,Bank Statement,"Mid Penn Bank Outgoing Wire #132204 $115,000.00 2025-03-14",0.97,BANK_WIRE_OUT
0000088387,Unknown,Unknown Document,0.10,UNKNOWN
0000088388,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000088389,Document,Document — OBPrintEngine,0.50,READABLE_FALLBACK
0000088391,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2025-01-31,0.95,BANK_STMT
0000088395,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2024-10-31,0.95,BANK_STMT
0000088403,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2024-11-01,0.95,BANK_STMT
0000088409,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2024-12-31,0.95,BANK_STMT
0000088415,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2024-03-29,0.95,BANK_STMT
0000088421,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2024-04-30,0.95,BANK_STMT
0000088427,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2024-05-31,0.95,BANK_STMT
0000088433,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2024-06-28,0.95,BANK_STMT
0000088441,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2024-07-31,0.95,BANK_STMT
0000088449,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2024-08-30,0.95,BANK_STMT
0000088459,Bank Statement,Mid Penn Bank Statement — BENE MARKETS LLC C/O ALAN C. REDMOND 2024-09-30,0.95,BANK_STMT
0000088467,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000088469,Bank Statement,"Mid Penn Bank Outgoing Wire #111938 $10,000.00 2024-03-01",0.97,BANK_WIRE_OUT
0000088470,Bank Statement,"Mid Penn Bank Outgoing Wire #111939 $5,000.00 2024-03-01",0.97,BANK_WIRE_OUT
0000088471,Bank Statement,"Mid Penn Bank Outgoing Wire #113088 $7,500.00 2024-03-26",0.97,BANK_WIRE_OUT
0000088472,Bank Statement,"Mid Penn Bank Outgoing Wire #119079 $9,000.00 2024-07-18",0.97,BANK_WIRE_OUT
0000088473,Bank Statement,Mid Penn Bank Outgoing Wire #119140 $10.00 2024-07-19,0.97,BANK_WIRE_OUT
0000088474,Bank Statement,"Mid Penn Bank Outgoing Wire #119227 $5,000.00 2024-07-22",0.97,BANK_WIRE_OUT
0000088475,Bank Statement,"Mid Penn Bank Outgoing Wire #119576 $14,477.00 2024-07-26",0.97,BANK_WIRE_OUT
0000088476,Bank Statement,"Mid Penn Bank Outgoing Wire #119862 $1,200.00 2024-08-01",0.97,BANK_WIRE_OUT
0000088477,Bank Statement,"Mid Penn Bank Outgoing Wire #119994 $10,000.00 2024-08-02",0.97,BANK_WIRE_OUT
0000088478,Bank Statement,"Mid Penn Bank Outgoing Wire #120410 $75,000.00 2024-08-09",0.97,BANK_WIRE_OUT
0000088480,Bank Statement,"Mid Penn Bank Outgoing Wire #120411 $24,824.00 2024-08-09",0.97,BANK_WIRE_OUT
0000088481,Bank Statement,"Mid Penn Bank Outgoing Wire #120415 $10,318.00 2024-08-09",0.97,BANK_WIRE_OUT
0000088483,Bank Statement,Mid Penn Bank Outgoing Wire #120845 $219.28 2024-08-19,0.97,BANK_WIRE_OUT
0000088484,Bank Statement,"Mid Penn Bank Outgoing Wire #121025 $10,000.00 2024-08-22",0.97,BANK_WIRE_OUT
0000088485,Bank Statement,Mid Penn Bank Outgoing Wire #121095 $1.00 2024-08-23,0.97,BANK_WIRE_OUT
0000088486,Bank Statement,Mid Penn Bank Outgoing Wire #121096 $0.32 2024-08-23,0.97,BANK_WIRE_OUT
0000088487,Bank Statement,"Mid Penn Bank Outgoing Wire #121115 $3,000.00 2024-08-23",0.97,BANK_WIRE_OUT
0000088488,Bank Statement,"Mid Penn Bank Outgoing Wire #121143 $50,000.00 2024-08-26",0.97,BANK_WIRE_OUT
0000088489,Bank Statement,"Mid Penn Bank Outgoing Wire #121212 $50,000.00 2024-08-27",0.97,BANK_WIRE_OUT
0000088490,Bank Statement,"Mid Penn Bank Outgoing Wire #121319 $3,801.96 2024-08-28",0.97,BANK_WIRE_OUT
0000088491,Bank Statement,"Mid Penn Bank Outgoing Wire #122336 $5,000.00 2024-09-16",0.97,BANK_WIRE_OUT
0000088492,Bank Statement,"Mid Penn Bank Outgoing Wire #122678 $7,000.00 2024-09-20",0.97,BANK_WIRE_OUT
0000088493,Bank Statement,"Mid Penn Bank Outgoing Wire #123061 $25,000.00 2024-09-27",0.97,BANK_WIRE_OUT
0000088494,Bank Statement,"Mid Penn Bank Outgoing Wire #124933 $1,900.00 2024-10-31",0.97,BANK_WIRE_OUT
0000088496,Document,Document — 141_SubpoenaMidPennBank.pdf,0.50,READABLE_FALLBACK
0000088497,Document,Document — OBPrintEngine,0.50,READABLE_FALLBACK
0000088498,Document,Document — OBPrintEngine,0.50,READABLE_FALLBACK
0000088506,Document,Document — OBPrintEngine,0.50,READABLE_FALLBACK
0000088507,Document,Document — OBPrintEngine,0.50,READABLE_FALLBACK
0000088588,Document,Document — OBPrintEngine,0.50,READABLE_FALLBACK
0000088668,Document,Document — OBPrintEngine,0.50,READABLE_FALLBACK
0000088754,Document,Document — OBPrintEngine,0.50,READABLE_FALLBACK
0000088842,Document,Document — OBPrintEngine,0.50,READABLE_FALLBACK
0000088983,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC 2025-01-31,0.95,BANK_STMT
0000088987,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC 2024-10-31,0.95,BANK_STMT
0000089001,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC 2024-11-01,0.95,BANK_STMT
0000089015,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC 2024-12-31,0.95,BANK_STMT
0000089021,Bank Statement,Mid Penn Bank Statement — Account 2025-02-28,0.95,BANK_STMT
0000089027,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC 2024-03-29,0.95,BANK_STMT
0000089071,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC 2024-04-30,0.95,BANK_STMT
0000089083,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC 2024-05-31,0.95,BANK_STMT
0000089099,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC 2024-06-28,0.95,BANK_STMT
0000089115,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC 2024-07-31,0.95,BANK_STMT
0000089129,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC 2024-08-30,0.95,BANK_STMT
0000089141,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC 2024-09-30,0.95,BANK_STMT
0000089148,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC PAYROLL 2025-01-31,0.95,BANK_STMT
0000089158,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC PAYROLL 2024-10-31,0.95,BANK_STMT
0000089168,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC PAYROLL 2024-11-01,0.95,BANK_STMT
0000089178,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC PAYROLL 2024-12-31,0.95,BANK_STMT
0000089190,Bank Statement,Mid Penn Bank Statement — Account 2025-02-28,0.95,BANK_STMT
0000089216,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC PAYROLL 2024-03-29,0.95,BANK_STMT
0000089260,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC PAYROLL 2024-04-30,0.95,BANK_STMT
0000089274,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC PAYROLL 2024-05-31,0.95,BANK_STMT
0000089286,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC PAYROLL 2024-06-28,0.95,BANK_STMT
0000089298,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC PAYROLL 2024-07-31,0.95,BANK_STMT
0000089308,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC PAYROLL 2024-08-30,0.95,BANK_STMT
0000089316,Bank Statement,Mid Penn Bank Statement — SEGURO MEDICO LLC PAYROLL 2024-09-30,0.95,BANK_STMT
0000089324,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000089325,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000089326,PDF (image-only/unreadable),Unreadable Image-Only PDF (garbled text),0.80,IMAGE_ONLY_GARBAGE
0000089327,Unknown,Unknown Document,0.10,UNKNOWN
0000089329,Bank Statement,"Mid Penn Bank Incoming Wire #73593123 $64,179.61 2024-03-04",0.97,BANK_WIRE_IN
0000089330,Bank Statement,"Mid Penn Bank Incoming Wire #74058960 $14,000.00 2024-03-21",0.97,BANK_WIRE_IN
0000089331,Bank Statement,"Mid Penn Bank Incoming Wire #75559041 $49,203.92 2024-05-10",0.97,BANK_WIRE_IN
0000089332,Bank Statement,"Mid Penn Bank Incoming Wire #76456159 $6,000.00 2024-06-12",0.97,BANK_WIRE_IN
0000089333,Bank Statement,"Mid Penn Bank Incoming Wire #76491300 $28,000.00 2024-06-13",0.97,BANK_WIRE_IN
0000089334,Bank Statement,"Mid Penn Bank Incoming Wire #76674329 $10,000.00 2024-06-20",0.97,BANK_WIRE_IN
0000089335,Bank Statement,"Mid Penn Bank Incoming Wire #76791990 $5,000.00 2024-06-24",0.97,BANK_WIRE_IN
0000089336,Bank Statement,"Mid Penn Bank Incoming Wire #76810334 $70,000.00 2024-06-25",0.97,BANK_WIRE_IN
0000089337,Bank Statement,"Mid Penn Bank Incoming Wire #76854964 $18,000.00 2024-06-26",0.97,BANK_WIRE_IN
0000089338,Bank Statement,"Mid Penn Bank Incoming Wire #76935935 $15,000.00 2024-06-28",0.97,BANK_WIRE_IN
0000089339,Bank Statement,"Mid Penn Bank Incoming Wire #76971253 $20,000.00 2024-06-28",0.97,BANK_WIRE_IN
0000089340,Bank Statement,"Mid Penn Bank Incoming Wire #77002301 $18,000.00 2024-07-01",0.97,BANK_WIRE_IN
0000089341,Bank Statement,"Mid Penn Bank Incoming Wire #77055838 $5,000.00 2024-07-02",0.97,BANK_WIRE_IN
0000089342,Bank Statement,"Mid Penn Bank Incoming Wire #77055865 $4,000.00 2024-07-02",0.97,BANK_WIRE_IN
0000089343,Bank Statement,"Mid Penn Bank Incoming Wire #77055889 $1,500.00 2024-07-02",0.97,BANK_WIRE_IN
0000089344,Bank Statement,"Mid Penn Bank Incoming Wire #77067410 $11,000.00 2024-07-02",0.97,BANK_WIRE_IN
0000089345,Bank Statement,"Mid Penn Bank Incoming Wire #77067738 $2,000.00 2024-07-02",0.97,BANK_WIRE_IN
0000089346,Bank Statement,"Mid Penn Bank Incoming Wire #77102236 $5,000.00 2024-07-03",0.97,BANK_WIRE_IN
0000089347,Bank Statement,"Mid Penn Bank Incoming Wire #77102275 $4,000.00 2024-07-03",0.97,BANK_WIRE_IN
0000089348,Bank Statement,"Mid Penn Bank Incoming Wire #77102327 $1,500.00 2024-07-03",0.97,BANK_WIRE_IN
0000089349,Bank Statement,"Mid Penn Bank Incoming Wire #77115458 $25,300.00 2024-07-03",0.97,BANK_WIRE_IN
0000089350,Bank Statement,"Mid Penn Bank Incoming Wire #77188212 $15,000.00 2024-07-08",0.97,BANK_WIRE_IN
0000089351,Bank Statement,"Mid Penn Bank Incoming Wire #77216334 $26,000.00 2024-07-08",0.97,BANK_WIRE_IN
0000089352,Bank Statement,"Mid Penn Bank Incoming Wire #77264678 $35,000.00 2024-07-10",0.97,BANK_WIRE_IN
0000089353,Bank Statement,"Mid Penn Bank Incoming Wire #77278500 $25,000.00 2024-07-10",0.97,BANK_WIRE_IN
0000089354,Bank Statement,"Mid Penn Bank Incoming Wire #77309844 $20,000.00 2024-07-11",0.97,BANK_WIRE_IN
0000089355,Bank Statement,"Mid Penn Bank Incoming Wire #77345930 $9,000.00 2024-07-12",0.97,BANK_WIRE_IN
0000089356,Bank Statement,"Mid Penn Bank Incoming Wire #77351484 $30,000.00 2024-07-12",0.97,BANK_WIRE_IN
0000089357,Bank Statement,"Mid Penn Bank Incoming Wire #77389329 $75,000.00 2024-07-15",0.97,BANK_WIRE_IN
0000089358,Bank Statement,"Mid Penn Bank Incoming Wire #77449267 $15,000.00 2024-07-16",0.97,BANK_WIRE_IN
0000089359,Bank Statement,"Mid Penn Bank Incoming Wire #77466506 $30,000.00 2024-07-17",0.97,BANK_WIRE_IN
0000089360,Bank Statement,"Mid Penn Bank Incoming Wire #77595175 $35,000.00 2024-07-22",0.97,BANK_WIRE_IN
0000089361,Bank Statement,"Mid Penn Bank Incoming Wire #77616066 $25,000.00 2024-07-23",0.97,BANK_WIRE_IN
0000089362,Bank Statement,"Mid Penn Bank Incoming Wire #77625533 $15,000.00 2024-07-23",0.97,BANK_WIRE_IN
0000089363,Bank Statement,"Mid Penn Bank Incoming Wire #77650190 $60,000.00 2024-07-24",0.97,BANK_WIRE_IN
0000089364,Bank Statement,"Mid Penn Bank Incoming Wire #77828033 $60,000.00 2024-07-30",0.97,BANK_WIRE_IN
0000089365,Bank Statement,"Mid Penn Bank Incoming Wire #78004124 $35,000.00 2024-08-05",0.97,BANK_WIRE_IN
0000089366,Bank Statement,"Mid Penn Bank Incoming Wire #78035720 $85,000.00 2024-08-06",0.97,BANK_WIRE_IN
0000089367,Bank Statement,"Mid Penn Bank Incoming Wire #78071954 $35,000.00 2024-08-07",0.97,BANK_WIRE_IN
0000089368,Bank Statement,"Mid Penn Bank Incoming Wire #78110771 $45,000.00 2024-08-08",0.97,BANK_WIRE_IN
0000089369,Bank Statement,"Mid Penn Bank Incoming Wire #78197807 $50,000.00 2024-08-12",0.97,BANK_WIRE_IN
0000089370,Bank Statement,"Mid Penn Bank Incoming Wire #78234674 $50,000.00 2024-08-13",0.97,BANK_WIRE_IN
0000089371,Bank Statement,"Mid Penn Bank Incoming Wire #78258592 $10,000.00 2024-08-14",0.97,BANK_WIRE_IN
0000089372,Bank Statement,"Mid Penn Bank Incoming Wire #78503687 $10,000.00 2024-08-22",0.97,BANK_WIRE_IN
0000089373,Bank Statement,"Mid Penn Bank Incoming Wire #78566075 $120,000.00 2024-08-26",0.97,BANK_WIRE_IN
0000089374,Bank Statement,"Mid Penn Bank Incoming Wire #78680527 $18,000.00 2024-08-29",0.97,BANK_WIRE_IN
0000089375,Bank Statement,"Mid Penn Bank Incoming Wire #78860812 $60,000.00 2024-09-04",0.97,BANK_WIRE_IN
0000089376,Bank Statement,"Mid Penn Bank Incoming Wire #78984965 $28,000.00 2024-09-09",0.97,BANK_WIRE_IN
0000089377,Bank Statement,"Mid Penn Bank Incoming Wire #79023838 $20,000.00 2024-09-10",0.97,BANK_WIRE_IN
0000089378,Bank Statement,"Mid Penn Bank Incoming Wire #79059736 $85,000.00 2024-09-11",0.97,BANK_WIRE_IN
0000089379,Bank Statement,"Mid Penn Bank Incoming Wire #79206200 $23,000.00 2024-09-17",0.97,BANK_WIRE_IN
0000089380,Bank Statement,"Mid Penn Bank Incoming Wire #79271904 $23,000.00 2024-09-19",0.97,BANK_WIRE_IN
0000089381,Bank Statement,"Mid Penn Bank Incoming Wire #79780001 $15,000.00 2024-10-07",0.97,BANK_WIRE_IN
0000089382,Bank Statement,"Mid Penn Bank Incoming Wire #79831723 $35,000.00 2024-10-08",0.97,BANK_WIRE_IN
0000089383,Bank Statement,"Mid Penn Bank Incoming Wire #80038326 $10,000.00 2024-10-16",0.97,BANK_WIRE_IN
0000089384,Bank Statement,"Mid Penn Bank Incoming Wire #80354310 $45,000.00 2024-10-28",0.97,BANK_WIRE_IN
0000089386,Bank Statement,"Mid Penn Bank Incoming Wire #80378438 $6,000.00 2024-10-29",0.97,BANK_WIRE_IN
0000089388,Bank Statement,"Mid Penn Bank Incoming Wire #80387827 $20,000.00 2024-10-29",0.97,BANK_WIRE_IN
0000089390,Bank Statement,"Mid Penn Bank Incoming Wire #80415137 $14,000.00 2024-10-30",0.97,BANK_WIRE_IN
0000089392,Bank Statement,"Mid Penn Bank Incoming Wire #80617254 $10,000.00 2024-11-05",0.97,BANK_WIRE_IN
0000089394,Bank Statement,"Mid Penn Bank Incoming Wire #80646505 $25,000.00 2024-11-06",0.97,BANK_WIRE_IN
0000089396,Bank Statement,"Mid Penn Bank Incoming Wire #80687077 $26,000.00 2024-11-07",0.97,BANK_WIRE_IN
